year,quarter,quarter_qf,nhs_health_board,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,three_yr_avg
2019,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,15392,NA,12067,NA,167.30434782608697,NA,131.16304347826087,NA,78.39786902286902,NA,17_19_avg
2019,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,15603,NA,11659,NA,169.59782608695653,NA,126.72826086956522,NA,74.72280971608023,NA,17_19_avg
2019,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,15603,NA,11659,NA,169.59782608695653,NA,126.72826086956522,NA,74.72280971608023,NA,17_19_avg
2020,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,14896,NA,10915,NA,163.69230769230768,NA,119.94505494505496,NA,73.27470461868958,NA,2020
2020,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,14896,NA,10915,NA,163.69230769230768,NA,119.94505494505496,NA,73.27470461868958,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,14366,NA,8101,NA,157.86813186813183,NA,89.02197802197803,NA,56.39008770708619,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,14366,NA,8101,NA,157.86813186813183,NA,89.02197802197803,NA,56.39008770708619,NA,2020
2020,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,15442,NA,9934,NA,167.84782608695653,NA,107.97826086956522,NA,64.33104520139878,NA,2020
2020,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,15442,NA,9934,NA,167.84782608695653,NA,107.97826086956522,NA,64.33104520139878,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,15665,NA,11164,NA,170.27173913043478,NA,121.34782608695652,NA,71.26715608043409,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,15665,NA,11164,NA,170.27173913043478,NA,121.34782608695652,NA,71.26715608043409,NA,2020
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,16547,NA,12060,NA,183.85555555555555,NA,134,NA,72.88330210914366,NA,2021
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,16547,NA,12060,NA,183.85555555555555,NA,134,NA,72.88330210914366,NA,2021
2021,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,16159,NA,12269,NA,177.57142857142858,NA,134.82417582417582,NA,75.92672813911751,NA,2021
2021,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,16159,NA,12269,NA,177.57142857142858,NA,134.82417582417582,NA,75.92672813911751,NA,2021
2021,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,16897,NA,12029,NA,183.66304347826087,NA,130.75,NA,71.19015209800557,NA,2021
2021,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,16897,NA,12029,NA,183.66304347826087,NA,130.75,NA,71.19015209800557,NA,2021
2021,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,17794,NA,12613,NA,193.41304347826087,NA,137.09782608695653,NA,70.88344385748006,NA,2021
2021,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,17794,NA,12613,NA,193.41304347826087,NA,137.09782608695653,NA,70.88344385748006,NA,2021
2022,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,17342,NA,12101,NA,192.6888888888889,NA,134.45555555555555,NA,69.77857225233537,NA,2022
2022,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,17342,NA,12101,NA,192.6888888888889,NA,134.45555555555555,NA,69.77857225233537,NA,2022
2022,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,16909,NA,12412,NA,185.8131868131868,NA,136.3956043956044,NA,73.40469572417057,NA,2022
2022,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,16909,NA,12412,NA,185.8131868131868,NA,136.3956043956044,NA,73.40469572417057,NA,2022
2022,Q3,p,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,NA,NA,All Acute,d,17090,NA,12653,NA,185.7608695652174,NA,137.5326086956522,NA,74.03744880046811,NA,2022
2022,Q3,p,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,NA,NA,All Acute,d,17090,NA,12653,NA,185.7608695652174,NA,137.5326086956522,NA,74.03744880046811,NA,2022
2017,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15426,NA,11658,NA,167.67391304347825,NA,126.71739130434784,NA,75.57370672889927,NA,17_19_avg
2017,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15426,NA,11658,NA,167.67391304347825,NA,126.71739130434784,NA,75.57370672889927,NA,17_19_avg
2017,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,16159,NA,12434,NA,175.6413043478261,NA,135.15217391304347,NA,76.94783093013181,NA,17_19_avg
2017,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,16159,NA,12434,NA,175.6413043478261,NA,135.15217391304347,NA,76.94783093013181,NA,17_19_avg
2018,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15681,NA,11871,NA,174.23333333333332,NA,131.9,NA,75.70308016070405,NA,17_19_avg
2018,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15681,NA,11871,NA,174.23333333333332,NA,131.9,NA,75.70308016070405,NA,17_19_avg
2018,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15817,NA,12349,NA,173.8131868131868,NA,135.7032967032967,NA,78.0742239362711,NA,17_19_avg
2018,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15817,NA,12349,NA,173.8131868131868,NA,135.7032967032967,NA,78.0742239362711,NA,17_19_avg
2018,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15806,NA,12390,NA,171.80434782608697,NA,134.67391304347825,NA,78.38795394154118,NA,17_19_avg
2018,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15806,NA,12390,NA,171.80434782608697,NA,134.67391304347825,NA,78.38795394154118,NA,17_19_avg
2018,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,14852,NA,11765,NA,161.43478260869566,NA,127.8804347826087,NA,79.21492054942095,NA,17_19_avg
2018,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,14852,NA,11765,NA,161.43478260869566,NA,127.8804347826087,NA,79.21492054942095,NA,17_19_avg
2019,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,14783,NA,11654,NA,164.25555555555556,NA,129.48888888888888,NA,78.83379557599946,NA,17_19_avg
2019,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,14783,NA,11654,NA,164.25555555555556,NA,129.48888888888888,NA,78.83379557599946,NA,17_19_avg
2019,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,14929,NA,11897,NA,164.05494505494505,NA,130.73626373626374,NA,79.69053519994641,NA,17_19_avg
2019,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,14929,NA,11897,NA,164.05494505494505,NA,130.73626373626374,NA,79.69053519994641,NA,17_19_avg
2019,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15392,NA,12067,NA,167.30434782608697,NA,131.16304347826087,NA,78.39786902286902,NA,17_19_avg
2019,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15392,NA,12067,NA,167.30434782608697,NA,131.16304347826087,NA,78.39786902286902,NA,17_19_avg
2019,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15603,NA,11659,NA,169.59782608695653,NA,126.72826086956522,NA,74.72280971608023,NA,17_19_avg
2019,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15603,NA,11659,NA,169.59782608695653,NA,126.72826086956522,NA,74.72280971608023,NA,17_19_avg
2020,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,14896,NA,10915,NA,163.69230769230768,NA,119.94505494505496,NA,73.27470461868958,NA,2020
2020,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,14896,NA,10915,NA,163.69230769230768,NA,119.94505494505496,NA,73.27470461868958,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,14417,NA,8152,NA,158.42857142857142,NA,89.58241758241758,NA,56.54435735589929,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,14417,NA,8152,NA,158.42857142857142,NA,89.58241758241758,NA,56.54435735589929,NA,2020
2020,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15524,NA,10016,NA,168.7391304347826,NA,108.8695652173913,NA,64.51945374903374,NA,2020
2020,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15524,NA,10016,NA,168.7391304347826,NA,108.8695652173913,NA,64.51945374903374,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,15756,NA,11255,NA,171.2608695652174,NA,122.33695652173913,NA,71.43310484894643,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,15756,NA,11255,NA,171.2608695652174,NA,122.33695652173913,NA,71.43310484894643,NA,2020
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,16637,NA,12150,NA,184.85555555555555,NA,135,NA,73.02999338823105,NA,2021
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,16637,NA,12150,NA,184.85555555555555,NA,135,NA,73.02999338823105,NA,2021
2021,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,16240,NA,12350,NA,178.46153846153845,NA,135.71428571428572,NA,76.04679802955665,NA,2021
2021,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,16240,NA,12350,NA,178.46153846153845,NA,135.71428571428572,NA,76.04679802955665,NA,2021
2021,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,16931,NA,12063,NA,184.0326086956522,NA,131.1195652173913,NA,71.24800661508476,NA,2021
2021,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,16931,NA,12063,NA,184.0326086956522,NA,131.1195652173913,NA,71.24800661508476,NA,2021
2021,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,17796,NA,12615,NA,193.43478260869568,NA,137.1195652173913,NA,70.88671611598112,NA,2021
2021,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,17796,NA,12615,NA,193.43478260869568,NA,137.1195652173913,NA,70.88671611598112,NA,2021
2022,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,17342,NA,12101,NA,192.6888888888889,NA,134.45555555555555,NA,69.77857225233537,NA,2022
2022,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,17342,NA,12101,NA,192.6888888888889,NA,134.45555555555555,NA,69.77857225233537,NA,2022
2022,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,16909,NA,12412,NA,185.8131868131868,NA,136.3956043956044,NA,73.40469572417057,NA,2022
2022,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,16909,NA,12412,NA,185.8131868131868,NA,136.3956043956044,NA,73.40469572417057,NA,2022
2022,Q3,p,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,Z9,d,All Specialties,d,17090,NA,12653,NA,185.7608695652174,NA,137.5326086956522,NA,74.03744880046811,NA,2022
2022,Q3,p,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,Z9,d,All Specialties,d,17090,NA,12653,NA,185.7608695652174,NA,137.5326086956522,NA,74.03744880046811,NA,2022
2017,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,C3,NA,Anaesthetics,NA,7,NA,7,NA,0.07608695652173914,NA,0.07608695652173914,NA,100,NA,17_19_avg
2017,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,C3,NA,Anaesthetics,NA,7,NA,7,NA,0.07608695652173914,NA,0.07608695652173914,NA,100,NA,17_19_avg
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,C3,NA,Anaesthetics,NA,56,NA,56,NA,0.6153846153846154,NA,0.6153846153846154,NA,100,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,C3,NA,Anaesthetics,NA,56,NA,56,NA,0.6153846153846154,NA,0.6153846153846154,NA,100,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,C3,NA,Anaesthetics,NA,17,NA,17,NA,0.18478260869565216,NA,0.18478260869565216,NA,100,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,C3,NA,Anaesthetics,NA,17,NA,17,NA,0.18478260869565216,NA,0.18478260869565216,NA,100,NA,2020
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,C3,NA,Anaesthetics,NA,36,NA,36,NA,0.4,NA,0.4,NA,100,NA,2021
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,C3,NA,Anaesthetics,NA,36,NA,36,NA,0.4,NA,0.4,NA,100,NA,2021
2021,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,C3,NA,Anaesthetics,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA,2021
2021,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,C3,NA,Anaesthetics,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA,2021
2021,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,C3,NA,Anaesthetics,NA,24,NA,24,NA,0.2608695652173913,NA,0.2608695652173913,NA,100,NA,2021
2021,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,C3,NA,Anaesthetics,NA,24,NA,24,NA,0.2608695652173913,NA,0.2608695652173913,NA,100,NA,2021
2017,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2492,NA,2148,NA,27.08695652173913,NA,23.347826086956523,NA,86.19582664526486,NA,17_19_avg
2017,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2492,NA,2148,NA,27.08695652173913,NA,23.347826086956523,NA,86.19582664526486,NA,17_19_avg
2017,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2635,NA,2312,NA,28.64130434782609,NA,25.130434782608695,NA,87.74193548387098,NA,17_19_avg
2017,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2635,NA,2312,NA,28.64130434782609,NA,25.130434782608695,NA,87.74193548387098,NA,17_19_avg
2018,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2395,NA,2050,NA,26.61111111111111,NA,22.77777777777778,NA,85.59498956158664,NA,17_19_avg
2018,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2395,NA,2050,NA,26.61111111111111,NA,22.77777777777778,NA,85.59498956158664,NA,17_19_avg
2018,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2574,NA,2294,NA,28.285714285714285,NA,25.208791208791208,NA,89.12198912198912,NA,17_19_avg
2018,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2574,NA,2294,NA,28.285714285714285,NA,25.208791208791208,NA,89.12198912198912,NA,17_19_avg
2018,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2728,NA,2396,NA,29.652173913043477,NA,26.043478260869566,NA,87.82991202346042,NA,17_19_avg
2018,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2728,NA,2396,NA,29.652173913043477,NA,26.043478260869566,NA,87.82991202346042,NA,17_19_avg
2018,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2920,NA,2574,NA,31.73913043478261,NA,27.97826086956522,NA,88.15068493150685,NA,17_19_avg
2018,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2920,NA,2574,NA,31.73913043478261,NA,27.97826086956522,NA,88.15068493150685,NA,17_19_avg
2019,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2757,NA,2483,NA,30.633333333333333,NA,27.58888888888889,NA,90.06166122597025,NA,17_19_avg
2019,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2757,NA,2483,NA,30.633333333333333,NA,27.58888888888889,NA,90.06166122597025,NA,17_19_avg
2019,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2637,NA,2363,NA,28.978021978021975,NA,25.967032967032967,NA,89.60940462646947,NA,17_19_avg
2019,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2637,NA,2363,NA,28.978021978021975,NA,25.967032967032967,NA,89.60940462646947,NA,17_19_avg
2019,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2740,NA,2352,NA,29.782608695652176,NA,25.565217391304348,NA,85.83941605839416,NA,17_19_avg
2019,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2740,NA,2352,NA,29.782608695652176,NA,25.565217391304348,NA,85.83941605839416,NA,17_19_avg
2019,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2591,NA,2276,NA,28.16304347826087,NA,24.73913043478261,NA,87.84253184098803,NA,17_19_avg
2019,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2591,NA,2276,NA,28.16304347826087,NA,24.73913043478261,NA,87.84253184098803,NA,17_19_avg
2020,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,2692,NA,2248,NA,29.582417582417584,NA,24.703296703296704,NA,83.50668647845468,NA,2020
2020,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,2692,NA,2248,NA,29.582417582417584,NA,24.703296703296704,NA,83.50668647845468,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,4515,NA,3294,NA,49.61538461538461,NA,36.1978021978022,NA,72.95681063122925,NA,2020
2020,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,4515,NA,3294,NA,49.61538461538461,NA,36.1978021978022,NA,72.95681063122925,NA,2020
2020,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,4112,NA,3011,NA,44.69565217391305,NA,32.72826086956522,NA,73.22470817120622,NA,2020
2020,Q3,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,4112,NA,3011,NA,44.69565217391305,NA,32.72826086956522,NA,73.22470817120622,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,3667,NA,2548,NA,39.858695652173914,NA,27.695652173913043,NA,69.48459230979002,NA,2020
2020,Q4,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,3667,NA,2548,NA,39.858695652173914,NA,27.695652173913043,NA,69.48459230979002,NA,2020
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,4251,NA,3061,NA,47.233333333333334,NA,34.01111111111111,NA,72.00658668548577,NA,2021
2021,Q1,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,4251,NA,3061,NA,47.233333333333334,NA,34.01111111111111,NA,72.00658668548577,NA,2021
2021,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,NA,A2,NA,Cardiology,NA,3400,NA,3118,NA,37.362637362637365,NA,34.26373626373626,NA,91.70588235294116,NA,2021
2021,Q2,NA,Greater Glasgow and Clyde,NA,Golden Jubilee National Hospital,d,A2,NA,Cardiology,NA,3400,NA,3118,NA,37.362637362637365,NA,34.26373626373626,NA,91.70588235294116,NA,2021
