Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2021Q1,"",S08000015,"",A210H,"",Elective Inpatients,"",207,518,2.5024154589372,"",210,785,3.73809523809524,""
2021Q2,"",S08000015,"",A210H,"",Elective Inpatients,"",521,1255,2.40882917466411,"",530,1761,3.32264150943396,""
2021Q3,"",S08000015,"",A210H,"",Elective Inpatients,"",369,896,2.42818428184282,"",380,1477,3.88684210526316,""
2021Q4,"",S08000015,"",A210H,"",Elective Inpatients,"",548,1460,2.66423357664234,"",560,2255,4.02678571428571,""
2022Q1,"",S08000015,"",A210H,"",Elective Inpatients,"",419,1233,2.94272076372315,"",425,1616,3.80235294117647,""
2022Q2,"",S08000015,"",A210H,"",Elective Inpatients,"",541,1464,2.70609981515712,"",540,1766,3.27037037037037,""
2022Q3,p,S08000015,"",A210H,"",Elective Inpatients,"",613,1708,2.7862969004894,"",621,2348,3.78099838969404,""
2017Q3,"",S08000015,"",A111H,"",Elective Inpatients,"",859,2142,2.49359720605355,"",885,2955,3.33898305084746,""
2017Q4,"",S08000015,"",A111H,"",Elective Inpatients,"",741,1894,2.55600539811066,"",817,2642,3.23378212974296,""
2018Q1,"",S08000015,"",A111H,"",Elective Inpatients,"",640,1690,2.640625,"",701,2295,3.27389443651926,""
2018Q2,"",S08000015,"",A111H,"",Elective Inpatients,"",742,1891,2.54851752021563,"",790,2510,3.17721518987342,""
2018Q3,"",S08000015,"",A111H,"",Elective Inpatients,"",732,1556,2.12568306010929,"",790,2149,2.72025316455696,""
2018Q4,"",S08000015,"",A111H,"",Elective Inpatients,"",715,1919,2.68391608391608,"",776,3088,3.97938144329897,""
2019Q1,"",S08000015,"",A111H,"",Elective Inpatients,"",826,1639,1.98426150121065,"",876,2382,2.71917808219178,""
2019Q2,"",S08000015,"",A111H,"",Elective Inpatients,"",800,1588,1.985,"",857,2318,2.70478413068845,""
2019Q3,"",S08000015,"",A111H,"",Elective Inpatients,"",697,1672,2.39885222381636,"",770,2230,2.8961038961039,""
2019Q4,"",S08000015,"",A111H,"",Elective Inpatients,"",615,1748,2.84227642276423,"",668,2354,3.52395209580838,""
2020Q1,"",S08000015,"",A111H,"",Elective Inpatients,"",470,1234,2.62553191489362,"",512,1868,3.6484375,""
2020Q2,"",S08000015,"",A111H,"",Elective Inpatients,"",120,336,2.8,"",130,502,3.86153846153846,""
2020Q3,"",S08000015,"",A111H,"",Elective Inpatients,"",245,856,3.49387755102041,"",265,1265,4.77358490566038,""
2020Q4,"",S08000015,"",A111H,"",Elective Inpatients,"",201,579,2.88059701492537,"",233,891,3.82403433476395,""
2021Q1,"",S08000015,"",A111H,"",Elective Inpatients,"",105,340,3.23809523809524,"",115,531,4.61739130434783,""
2021Q2,"",S08000015,"",A111H,"",Elective Inpatients,"",250,677,2.708,"",295,953,3.23050847457627,""
2021Q3,"",S08000015,"",A111H,"",Elective Inpatients,"",193,608,3.15025906735751,"",245,1091,4.4530612244898,""
2021Q4,"",S08000015,"",A111H,"",Elective Inpatients,"",155,546,3.52258064516129,"",175,711,4.06285714285714,""
2022Q1,"",S08000015,"",A111H,"",Elective Inpatients,"",155,700,4.51612903225806,"",181,840,4.64088397790055,""
2022Q2,"",S08000015,"",A111H,"",Elective Inpatients,"",255,840,3.29411764705882,"",286,1150,4.02097902097902,""
2022Q3,p,S08000015,"",A111H,"",Elective Inpatients,"",324,882,2.72222222222222,"",381,1209,3.17322834645669,""
2017Q3,"",S08000016,"",B120H,"",Elective Inpatients,"",328,695,2.11890243902439,"",335,1000,2.98507462686567,""
2017Q4,"",S08000016,"",B120H,"",Elective Inpatients,"",300,625,2.08333333333333,"",310,869,2.80322580645161,""
2018Q1,"",S08000016,"",B120H,"",Elective Inpatients,"",197,317,1.60913705583756,"",195,513,2.63076923076923,""
2018Q2,"",S08000016,"",B120H,"",Elective Inpatients,"",312,612,1.96153846153846,"",315,969,3.07619047619048,""
2018Q3,"",S08000016,"",B120H,"",Elective Inpatients,"",332,618,1.86144578313253,"",341,902,2.64516129032258,""
2018Q4,"",S08000016,"",B120H,"",Elective Inpatients,"",320,706,2.20625,"",325,981,3.01846153846154,""
2019Q1,"",S08000016,"",B120H,"",Elective Inpatients,"",266,358,1.34586466165414,"",270,539,1.9962962962963,""
2019Q2,"",S08000016,"",B120H,"",Elective Inpatients,"",325,591,1.81846153846154,"",327,786,2.40366972477064,""
2019Q3,"",S08000016,"",B120H,"",Elective Inpatients,"",350,583,1.66571428571429,"",355,817,2.30140845070423,""
2019Q4,"",S08000016,"",B120H,"",Elective Inpatients,"",306,530,1.73202614379085,"",305,678,2.22295081967213,""
2020Q1,"",S08000016,"",B120H,"",Elective Inpatients,"",207,285,1.3768115942029,"",210,485,2.30952380952381,""
2020Q2,"",S08000016,"",B120H,"",Elective Inpatients,"",76,150,1.97368421052632,"",75,212,2.82666666666667,""
2020Q3,"",S08000016,"",B120H,"",Elective Inpatients,"",88,129,1.46590909090909,"",90,233,2.58888888888889,""
2020Q4,"",S08000016,"",B120H,"",Elective Inpatients,"",166,323,1.94578313253012,"",170,398,2.34117647058824,""
2021Q1,"",S08000016,"",B120H,"",Elective Inpatients,"",80,169,2.1125,"",75,218,2.90666666666667,""
2021Q2,"",S08000016,"",B120H,"",Elective Inpatients,"",183,306,1.67213114754098,"",190,636,3.34736842105263,""
2021Q3,"",S08000016,"",B120H,"",Elective Inpatients,"",157,308,1.96178343949045,"",155,451,2.90967741935484,""
2021Q4,"",S08000016,"",B120H,"",Elective Inpatients,"",184,398,2.16304347826087,"",185,604,3.26486486486486,""
2022Q1,"",S08000016,"",B120H,"",Elective Inpatients,"",93,177,1.90322580645161,"",95,275,2.89473684210526,""
2022Q2,"",S08000016,"",B120H,"",Elective Inpatients,"",107,203,1.89719626168224,"",110,325,2.95454545454545,""
2022Q3,p,S08000016,"",B120H,"",Elective Inpatients,"",115,202,1.75652173913043,"",117,268,2.29059829059829,""
2017Q3,"",S08000016,"",S08000016,d,Elective Inpatients,"",328,695,2.11890243902439,"",335,1000,2.98507462686567,""
2017Q4,"",S08000016,"",S08000016,d,Elective Inpatients,"",300,625,2.08333333333333,"",310,869,2.80322580645161,""
2018Q1,"",S08000016,"",S08000016,d,Elective Inpatients,"",197,317,1.60913705583756,"",195,513,2.63076923076923,""
2018Q2,"",S08000016,"",S08000016,d,Elective Inpatients,"",312,612,1.96153846153846,"",315,969,3.07619047619048,""
2018Q3,"",S08000016,"",S08000016,d,Elective Inpatients,"",332,618,1.86144578313253,"",341,902,2.64516129032258,""
2018Q4,"",S08000016,"",S08000016,d,Elective Inpatients,"",320,706,2.20625,"",325,981,3.01846153846154,""
2019Q1,"",S08000016,"",S08000016,d,Elective Inpatients,"",266,358,1.34586466165414,"",270,539,1.9962962962963,""
2019Q2,"",S08000016,"",S08000016,d,Elective Inpatients,"",325,591,1.81846153846154,"",327,786,2.40366972477064,""
2019Q3,"",S08000016,"",S08000016,d,Elective Inpatients,"",350,583,1.66571428571429,"",355,817,2.30140845070423,""
2019Q4,"",S08000016,"",S08000016,d,Elective Inpatients,"",306,530,1.73202614379085,"",305,678,2.22295081967213,""
2020Q1,"",S08000016,"",S08000016,d,Elective Inpatients,"",207,285,1.3768115942029,"",210,485,2.30952380952381,""
2020Q2,"",S08000016,"",S08000016,d,Elective Inpatients,"",76,150,1.97368421052632,"",75,212,2.82666666666667,""
2020Q3,"",S08000016,"",S08000016,d,Elective Inpatients,"",88,129,1.46590909090909,"",90,233,2.58888888888889,""
2020Q4,"",S08000016,"",S08000016,d,Elective Inpatients,"",166,323,1.94578313253012,"",170,398,2.34117647058824,""
2021Q1,"",S08000016,"",S08000016,d,Elective Inpatients,"",80,169,2.1125,"",75,218,2.90666666666667,""
2021Q2,"",S08000016,"",S08000016,d,Elective Inpatients,"",183,306,1.67213114754098,"",190,636,3.34736842105263,""
2021Q3,"",S08000016,"",S08000016,d,Elective Inpatients,"",157,308,1.96178343949045,"",155,451,2.90967741935484,""
2021Q4,"",S08000016,"",S08000016,d,Elective Inpatients,"",184,398,2.16304347826087,"",185,604,3.26486486486486,""
2022Q1,"",S08000016,"",S08000016,d,Elective Inpatients,"",93,177,1.90322580645161,"",95,275,2.89473684210526,""
2022Q2,"",S08000016,"",S08000016,d,Elective Inpatients,"",107,203,1.89719626168224,"",110,325,2.95454545454545,""
2022Q3,p,S08000016,"",S08000016,d,Elective Inpatients,"",115,202,1.75652173913043,"",117,268,2.29059829059829,""
2017Q3,"",S08000017,"",Y146H,"",Elective Inpatients,"",634,1368,2.15772870662461,"",668,1825,2.73203592814371,""
2017Q4,"",S08000017,"",Y146H,"",Elective Inpatients,"",515,1020,1.98058252427184,"",566,1872,3.30742049469965,""
2018Q1,"",S08000017,"",Y146H,"",Elective Inpatients,"",565,1133,2.00530973451327,"",565,1669,2.95398230088496,""
2018Q2,"",S08000017,"",Y146H,"",Elective Inpatients,"",558,1217,2.18100358422939,"",617,2150,3.48460291734198,""
2018Q3,"",S08000017,"",Y146H,"",Elective Inpatients,"",484,1006,2.07851239669421,"",627,1534,2.44657097288676,""
2018Q4,"",S08000017,"",Y146H,"",Elective Inpatients,"",448,985,2.19866071428571,"",586,1509,2.57508532423208,""
2019Q1,"",S08000017,"",Y146H,"",Elective Inpatients,"",362,820,2.26519337016575,"",561,1541,2.74688057040998,""
2019Q2,"",S08000017,"",Y146H,"",Elective Inpatients,"",415,866,2.08674698795181,"",604,1670,2.76490066225166,""
2019Q3,"",S08000017,"",Y146H,"",Elective Inpatients,"",380,915,2.40789473684211,"",608,1766,2.9046052631579,""
2019Q4,"",S08000017,"",Y146H,"",Elective Inpatients,"",413,929,2.24939467312349,"",597,1551,2.59798994974874,""
2020Q1,"",S08000017,"",Y146H,"",Elective Inpatients,"",349,691,1.97994269340974,"",500,1261,2.522,""
2020Q2,"",S08000017,"",Y146H,"",Elective Inpatients,"",136,170,1.25,"",180,492,2.73333333333333,""
2020Q3,"",S08000017,"",Y146H,"",Elective Inpatients,"",273,341,1.24908424908425,"",422,950,2.25118483412322,""
2020Q4,"",S08000017,"",Y146H,"",Elective Inpatients,"",276,309,1.1195652173913,"",486,1230,2.53086419753086,""
2021Q1,"",S08000017,"",Y146H,"",Elective Inpatients,"",205,272,1.32682926829268,"",293,762,2.60068259385666,""
2021Q2,"",S08000017,"",Y146H,"",Elective Inpatients,"",265,375,1.41509433962264,"",463,1225,2.64578833693305,""
2021Q3,"",S08000017,"",Y146H,"",Elective Inpatients,"",164,222,1.35365853658537,"",296,738,2.49324324324324,""
2021Q4,"",S08000017,"",Y146H,"",Elective Inpatients,"",190,222,1.16842105263158,"",341,913,2.67741935483871,""
2022Q1,"",S08000017,"",Y146H,"",Elective Inpatients,"",243,281,1.15637860082305,"",359,1232,3.43175487465181,""
2022Q2,"",S08000017,"",Y146H,"",Elective Inpatients,"",330,367,1.11212121212121,"",452,1138,2.51769911504425,""
2022Q3,p,S08000017,"",Y146H,"",Elective Inpatients,"",307,418,1.36156351791531,"",425,1134,2.66823529411765,""
2017Q3,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,5,5,1,""
2018Q2,"",S08000017,"",Y144H,"",Elective Inpatients,"",5,5,1,"",10,10,1,""
2018Q4,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,10,,z,5,10,2,""
2019Q1,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,0,5,,z
2019Q2,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,5,7,1.4,""
2019Q4,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,0,0,,z
2020Q1,"",S08000017,"",Y144H,"",Elective Inpatients,"",5,5,1,"",10,5,0.5,""
2020Q4,"",S08000017,"",Y144H,"",Elective Inpatients,"",5,5,1,"",5,5,1,""
2021Q3,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,5,5,1,""
2022Q1,"",S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,0,0,,z
2022Q3,p,S08000017,"",Y144H,"",Elective Inpatients,"",0,0,,z,0,5,,z
2017Q3,"",S08000017,"",S08000017,d,Elective Inpatients,"",637,1396,2.19152276295133,"",674,1856,2.75370919881306,""
2017Q4,"",S08000017,"",S08000017,d,Elective Inpatients,"",515,1022,1.98446601941748,"",568,1875,3.30105633802817,""
2018Q1,"",S08000017,"",S08000017,d,Elective Inpatients,"",586,1178,2.01023890784983,"",587,1715,2.92163543441227,""
2018Q2,"",S08000017,"",S08000017,d,Elective Inpatients,"",571,1228,2.15061295971979,"",633,2168,3.42496050552923,""
2018Q3,"",S08000017,"",S08000017,d,Elective Inpatients,"",504,1065,2.11309523809524,"",648,1606,2.4783950617284,""
2018Q4,"",S08000017,"",S08000017,d,Elective Inpatients,"",479,1050,2.19206680584551,"",619,1595,2.5767366720517,""
2019Q1,"",S08000017,"",S08000017,d,Elective Inpatients,"",403,902,2.23821339950372,"",603,1625,2.69485903814262,""
2019Q2,"",S08000017,"",S08000017,d,Elective Inpatients,"",435,905,2.08045977011494,"",630,1728,2.74285714285714,""
2019Q3,"",S08000017,"",S08000017,d,Elective Inpatients,"",387,925,2.39018087855297,"",620,1780,2.87096774193548,""
2019Q4,"",S08000017,"",S08000017,d,Elective Inpatients,"",417,933,2.23741007194245,"",603,1558,2.58374792703151,""
2020Q1,"",S08000017,"",S08000017,d,Elective Inpatients,"",363,711,1.95867768595041,"",516,1283,2.48643410852713,""
2020Q2,"",S08000017,"",S08000017,d,Elective Inpatients,"",136,170,1.25,"",180,492,2.73333333333333,""
2020Q3,"",S08000017,"",S08000017,d,Elective Inpatients,"",288,359,1.24652777777778,"",438,979,2.2351598173516,""
2020Q4,"",S08000017,"",S08000017,d,Elective Inpatients,"",293,327,1.1160409556314,"",503,1248,2.48111332007952,""
2021Q1,"",S08000017,"",S08000017,d,Elective Inpatients,"",216,284,1.31481481481481,"",304,774,2.54605263157895,""
2021Q2,"",S08000017,"",S08000017,d,Elective Inpatients,"",282,398,1.4113475177305,"",480,1250,2.60416666666667,""
2021Q3,"",S08000017,"",S08000017,d,Elective Inpatients,"",171,235,1.37426900584795,"",305,753,2.46885245901639,""
2021Q4,"",S08000017,"",S08000017,d,Elective Inpatients,"",195,228,1.16923076923077,"",349,925,2.65042979942693,""
2022Q1,"",S08000017,"",S08000017,d,Elective Inpatients,"",255,295,1.15686274509804,"",371,1246,3.35849056603774,""
2022Q2,"",S08000017,"",S08000017,d,Elective Inpatients,"",334,379,1.13473053892216,"",459,1163,2.53376906318083,""
2022Q3,p,S08000017,"",S08000017,d,Elective Inpatients,"",313,424,1.35463258785942,"",432,1142,2.64351851851852,""
2017Q3,"",S08000029,"",S08000029,d,Elective Inpatients,"",1377,2906,2.11038489469862,"",1393,3787,2.71859296482412,""
2017Q4,"",S08000029,"",S08000029,d,Elective Inpatients,"",1257,2841,2.26014319809069,"",1276,3635,2.8487460815047,""
2018Q1,"",S08000029,"",S08000029,d,Elective Inpatients,"",1215,2290,1.88477366255144,"",1219,3030,2.4856439704676,""
2018Q2,"",S08000029,"",S08000029,d,Elective Inpatients,"",1336,2715,2.03218562874252,"",1340,3589,2.67835820895522,""
2018Q3,"",S08000029,"",S08000029,d,Elective Inpatients,"",1231,2432,1.97562956945573,"",1254,3573,2.84928229665072,""
2018Q4,"",S08000029,"",S08000029,d,Elective Inpatients,"",1254,2683,2.13955342902711,"",1275,3820,2.99607843137255,""
2019Q1,"",S08000029,"",S08000029,d,Elective Inpatients,"",1245,2372,1.90522088353414,"",1256,3430,2.73089171974522,""
2019Q2,"",S08000029,"",S08000029,d,Elective Inpatients,"",1278,2190,1.71361502347418,"",1299,3470,2.67128560431101,""
2019Q3,"",S08000029,"",S08000029,d,Elective Inpatients,"",1272,2249,1.76808176100629,"",1289,3169,2.45849495733126,""
2019Q4,"",S08000029,"",S08000029,d,Elective Inpatients,"",1331,2586,1.94290007513148,"",1353,3708,2.74057649667406,""
2020Q1,"",S08000029,"",S08000029,d,Elective Inpatients,"",1168,2130,1.8236301369863,"",1210,3356,2.77355371900826,""
2020Q2,"",S08000029,"",S08000029,d,Elective Inpatients,"",295,483,1.63728813559322,"",304,876,2.88157894736842,""
2020Q3,"",S08000029,"",S08000029,d,Elective Inpatients,"",813,1334,1.64083640836408,"",834,2088,2.50359712230216,""
2020Q4,"",S08000029,"",S08000029,d,Elective Inpatients,"",891,1732,1.94388327721661,"",908,2012,2.215859030837,""
2021Q1,"",S08000029,"",S08000029,d,Elective Inpatients,"",543,1122,2.06629834254144,"",546,1277,2.33882783882784,""
2021Q2,"",S08000029,"",S08000029,d,Elective Inpatients,"",1075,1773,1.6493023255814,"",1094,2457,2.24588665447898,""
2021Q3,"",S08000029,"",S08000029,d,Elective Inpatients,"",1001,1652,1.65034965034965,"",1005,2196,2.1850746268656702,""
2021Q4,"",S08000029,"",S08000029,d,Elective Inpatients,"",888,1436,1.61711711711712,"",915,2069,2.26120218579235,""
2022Q1,"",S08000029,"",S08000029,d,Elective Inpatients,"",817,1136,1.39045287637699,"",831,2186,2.63056558363418,""
2022Q2,"",S08000029,"",S08000029,d,Elective Inpatients,"",915,1447,1.58142076502732,"",934,2167,2.32012847965739,""
2022Q3,p,S08000029,"",S08000029,d,Elective Inpatients,"",920,1391,1.51195652173913,"",934,1965,2.10385438972163,""
2017Q3,"",S08000029,"",F805H,"",Elective Inpatients,"",155,154,0.993548387096774,"",160,171,1.06875,""
2017Q4,"",S08000029,"",F805H,"",Elective Inpatients,"",124,99,0.798387096774194,"",135,172,1.27407407407407,""
